date,text,is_verified_use,retweet_count,favorite_count
2019-11-27 20:59:55,b'UEFA need to lecture EPL officials on how to use VAR..',False,0,0
2019-11-27 20:59:51,"b""@btsportfootball Seems Premier league VAR hasn't told UEFA VAR about the Liverpool and decisions thing \xf0\x9f\xa4\x90""",False,0,2
2019-11-27 20:57:49,b'If dries mertens scored that goal against liverpool in premier league I am definitely  sure VAR  would rule it as an offside. #LIVNAP',False,1,1
2019-11-27 20:56:24,b'Seem like the VAR in champions league and the one in the EPL  are very different',False,0,2
2019-11-27 20:56:24,"b'Liverpool struggle against teams with technical midfielders and forwards. Of course in the Premier League, VAR is there to help them.'",False,0,1
2019-11-27 20:56:07,"b'@TerryFlewersTFT I think in EPL, VAR cancels that goal'",False,0,2
2019-11-27 20:55:01,b'@HarryLombardi @LFC They are used to EPL VAR favours...Champions League has proper VAR...tough luck LiVARpool',False,0,0
2019-11-27 20:54:16,"b'Liverpool disappointed that the usual  ultra neutral var panel of dalglish,gerrard and carragher are not allowed to\xe2\x80\xa6 https://t.co/Vzj2kDWwHA'",False,0,2
2019-11-27 20:53:25,b'@ScottRe13586108 @LFC This is not the Premier League where you get cheap favours...Champions League is more organiz\xe2\x80\xa6 https://t.co/3gqyzcAB6b',False,0,0
2019-11-27 20:53:18,"b'LiVARpool have requested an enquiry to UEFA after a VAR decision went against them tonite. Klopp was quoted ""in the\xe2\x80\xa6 https://t.co/ZabPWH2Nm7'",False,1,10
2019-11-27 20:51:54,"b""@LFC What the fuck with this Ref???\nVAR standards in Europe way different compared to Premier League. That's a foul\xe2\x80\xa6 https://t.co/o2ywtJ1dJp""",False,0,0
2019-11-27 20:51:15,b'If it was #EPL Liverpool would have got that penalty and Mertens goal cancelled for foul on Vandijk\n#VAR #LIVNAP',False,0,0
2019-11-27 20:50:52,b'You will see VAR making smart decisions in champions league tonight wait till weekend when premier league referees\xe2\x80\xa6 https://t.co/rL4KmVygqQ',False,0,1
2019-11-27 20:50:24,b'@LFC Champions League VAR is not like Premier League VAR...no favours for LiVARpool https://t.co/IeQ04hxW8T',False,0,1
2019-11-27 20:49:55,b'Liverpool getting annoyed at VAR. now you understand how the rest of the premier league feel when you get goals dis\xe2\x80\xa6 https://t.co/QFpu1l0jyr',False,0,0
2019-11-27 20:49:34,b'VAR is atrocious in the EPL and CL oui... steups!',False,0,2
2019-11-27 20:48:54,"b'As a neutral, I find it hilarious that Liverppol fans are moaning about VAR after everything that has happened so f\xe2\x80\xa6 https://t.co/NBFXkGPkj6'",False,0,1
2019-11-27 20:47:06,"b'Sadio Mane diving as usual, but it\xe2\x80\x99s not the premier league so no dubious  VAR check &amp; referee decision.'",False,0,0
2019-11-27 20:46:51,"b""Lol get up Mane! This isn't the Premier League where VAR will give you a penalty anytime you go to ground haha\xe2\x80\xa6 https://t.co/WCTiNQuYWK""",False,0,1
2019-11-27 20:46:25,b'Premier league VAR would have cancelled Napoli goal and given mane the penalty',False,0,0
2019-11-27 20:45:36,"b'See... the Premier League VAR would have disallowed that Napoli goal, can\xe2\x80\x99t have anyone derailing the Scouse proces\xe2\x80\xa6 https://t.co/nCwSFGuXuf'",False,3,3
2019-11-27 20:45:22,b'@LFCKlopp13 This isnt england var.  This goal wont stand if this happened in the premier league',False,0,3
2019-11-27 20:43:31,b'@D9INE_Liverpool If this happened in the premier league. Var would have ruled it offside. Sorry liverpool this is c\xe2\x80\xa6 https://t.co/87sG8cUkXR',False,1,47
2019-11-27 20:42:51,b'@winkerwatson1 That gets disallowed in the Premier League by VAR so it\xe2\x80\x99s great to see a game being refereed properly!!!',False,0,2
2019-11-27 20:42:28,b'@eemz_siphiwo In EPL as long as the decision favors Liverpool VAR will be happy',False,0,0
2019-11-27 20:39:38,b'I thought VAR in the Premier League was ridicoulus.. #UCL #SLPINT',False,0,0
2019-11-27 20:36:57,b'@kopitesaint91 I think Liverpool have had a lot of decisions with VAR in the premier league Matt',False,0,0
2019-11-27 20:35:18,b'@BBCSport Var really didn\xe2\x80\x99t want to give Napoli that goal.  Liverpool fans fuming that they aren\xe2\x80\x99t getting their wa\xe2\x80\xa6 https://t.co/UD5QwXD4Ve',False,0,0
2019-11-27 20:35:04,b'No Premier league officials to help out tonight I see #var',False,0,0
2019-11-27 20:33:32,"b'@Fahdy89 @ACFresh21 To be fair, implementation of VAR has not been an issue in other countries. Only the EPL are so\xe2\x80\xa6 https://t.co/iG9E426JWx'",False,0,0
2019-11-27 20:32:47,b'@JCLFC_ My sources tell me we could only afford to buy the Premier League VAR. Hopefully the new Nike deal will ena\xe2\x80\xa6 https://t.co/LAcKdPCYr7',False,0,0
2019-11-27 20:32:31,"b'I hope epl refs are watching how this Barca ref is using var. not everytime , var var'",False,0,1
2019-11-27 20:32:06,b'@pjstretfordend They just need to call the EPL VAR team to over rule the original decision.',False,0,0
2019-11-27 20:31:54,b'Is not EPL that VAR always favour Liverpool. https://t.co/7gB0s0hNud',False,0,0
2019-11-27 20:31:45,b'Only Liverpool get 2 VAR decisions when they concede a goal... luckily the VAR officials are different to the corrupt premier league ones!',False,0,4
2019-11-27 20:30:48,b'Good job VAR supposedly wants us to win the Premier League because it\xe2\x80\x99s doing a fucking number on us in Europe this\xe2\x80\xa6 https://t.co/iXSiA0ifFf',False,3,12
2019-11-27 20:30:21,b'@BBCSport Yes yes its not premier league so  no help from var.',False,0,1
2019-11-27 20:30:13,b'@GoodKidManCity No EPL VAR .. they forget \xf0\x9f\x98\x82\xf0\x9f\x98\x82it\xe2\x80\x99s Europe',False,2,2
2019-11-27 20:30:04,b'@davothkelly So VAR is a conspiracy for Liverpool or not? Just in the premier league I assume?',False,0,0
2019-11-27 20:30:01,"b""The premier league VAR would have cancelled that goal #LIVNAP. Liverpool thinking they're getting help again from V\xe2\x80\xa6 https://t.co/iBEYZpcKiV""",False,0,0
2019-11-27 20:29:23,b'Vvd was so confident that VAR would save him. He just stopped running and let mertens score. Thank goodness this isn\xe2\x80\x99t the Premier League',False,4,22
2019-11-27 20:28:46,"b""@Zaddy_nomso EPL VAR is inconsistent. They didn't wipe off Man Utd goal against Liverpool for a foul in the build up.""",False,0,0
2019-11-27 20:28:36,"b""@parkerface1960 Strange to see goal allowed against them and not ruled offside, even when it wasn't even close. Eur\xe2\x80\xa6 https://t.co/XA6sFTfbYA""",False,0,5
2019-11-27 20:28:29,b'UEFA keeps showing the EPL how VAR should be utilized. That goal from Dries Mertens would have been ruled out for m\xe2\x80\xa6 https://t.co/qF88sVqavs',False,1,6
2019-11-27 20:28:26,"b""You can gaurantee that those VAR checks would have went Liverpool's way if it was a Premier League game.. A toe nai\xe2\x80\xa6 https://t.co/CQGKQtIkpo""",False,0,2
